Ulasan,Rate,Label,case_folding,token,Normalisasi,Stopwords,Stemmer
the best.... 👍👍👍👍👍👍👍👍🥰🥰🥰 pengiriman cepat 🚀 packing aman,5.0,positif,the best                 pengiriman cepat   packing aman,"['the', 'best', 'pengiriman', 'cepat', 'packing', 'aman']","['the', 'best', 'pengiriman', 'cepat', 'packing', 'aman']","['the', 'best', 'pengiriman', 'cepat', 'packing', 'aman']","['the', 'best', 'kirim', 'cepat', 'packing', 'aman']"
mantap jiwa,5.0,positif,mantap jiwa,"['mantap', 'jiwa']","['mantap', 'jiwa']","['mantap', 'jiwa']","['mantap', 'jiwa']"
Barangnya original 👍. Kemasan disegel. Warna sesuai pesanan.,5.0,positif,barangnya original    kemasan disegel  warna sesuai pesanan ,"['barangnya', 'original', 'kemasan', 'disegel', 'warna', 'sesuai', 'pesanan']","['barangnya', 'original', 'kemasan', 'disegel', 'warna', 'sesuai', 'pesanan']","['barangnya', 'original', 'kemasan', 'disegel', 'warna', 'sesuai', 'pesanan']","['barang', 'original', 'kemas', 'segel', 'warna', 'sesuai', 'pesan']"
mntap kk barang sesuai dengan pesanan puas dh 👍,5.0,positif,mntap kk barang sesuai dengan pesanan puas dh  ,"['mntap', 'kk', 'barang', 'sesuai', 'dengan', 'pesanan', 'puas', 'dh']","['mantap', 'kk', 'barang', 'sesuai', 'dengan', 'pesanan', 'puas', 'dh']","['mantap', 'barang', 'sesuai', 'pesanan', 'puas']","['mantap', 'barang', 'sesuai', 'pesan', 'puas']"
mantul games..bonuse akeh..,5.0,positif,mantul games  bonuse akeh  ,"['mantul', 'games', 'bonuse', 'akeh']","['mantap betul', 'games', 'bonuse', 'banyak']","['mantap betul', 'games', 'bonuse']","['mantap betul', 'games', 'bonuse']"
pengiriman super cepat..respon penjual ok..,4.0,positif,pengiriman super cepat  respon penjual ok  ,"['pengiriman', 'super', 'cepat', 'respon', 'penjual', 'ok']","['pengiriman', 'super', 'cepat', 'respon', 'penjual', 'ok']","['pengiriman', 'super', 'cepat', 'respon', 'penjual']","['kirim', 'super', 'cepat', 'respon', 'jual']"
"Mantap, barang sesuai, pengiriman cepat & respon admin cepat 👍",5.0,positif,mantap  barang sesuai  pengiriman cepat   respon admin cepat  ,"['mantap', 'barang', 'sesuai', 'pengiriman', 'cepat', 'respon', 'admin', 'cepat']","['mantap', 'barang', 'sesuai', 'pengiriman', 'cepat', 'respon', 'admin', 'cepat']","['mantap', 'barang', 'sesuai', 'pengiriman', 'cepat', 'respon', 'admin', 'cepat']","['mantap', 'barang', 'sesuai', 'kirim', 'cepat', 'respon', 'admin', 'cepat']"
barang nya sesuai bagus pelayanan nya trimakasih,5.0,positif,barang nya sesuai bagus pelayanan nya trimakasih,"['barang', 'nya', 'sesuai', 'bagus', 'pelayanan', 'nya', 'trimakasih']","['barang', 'nya', 'sesuai', 'bagus', 'pelayanan', 'nya', 'terima kasih']","['barang', 'sesuai', 'bagus', 'pelayanan', 'terima kasih']","['barang', 'sesuai', 'bagus', 'layan', 'terima kasih']"
Alhamdulillah sudah diterima dengan cepat dan baik.Sukses selalu,5.0,positif,alhamdulillah sudah diterima dengan cepat dan baik sukses selalu,"['alhamdulillah', 'sudah', 'diterima', 'dengan', 'cepat', 'dan', 'baik', 'sukses', 'selalu']","['alhamdulillah', 'sudah', 'diterima', 'dengan', 'cepat', 'dan', 'baik', 'sukses', 'selalu']","['alhamdulillah', 'diterima', 'cepat', 'sukses']","['alhamdulillah', 'terima', 'cepat', 'sukses']"
Mantap dah pokonya Hp nya segel ori Acc bonus nya bagus dan buanyak bett Mantapppp,5.0,positif,mantap dah pokonya hp nya segel ori acc bonus nya bagus dan buanyak bett mantapppp,"['mantap', 'dah', 'pokonya', 'hp', 'nya', 'segel', 'ori', 'acc', 'bonus', 'nya', 'bagus', 'dan', 'buanyak', 'bett', 'mantapppp']","['mantap', 'dah', 'pokoknya', 'hp', 'nya', 'segel', 'ori', 'acc', 'bonus', 'nya', 'bagus', 'dan', 'banyak', 'banget', 'mantapppp']","['mantap', 'pokoknya', 'hp', 'segel', 'ori', 'acc', 'bonus', 'bagus', 'banget', 'mantapppp']","['mantap', 'pokok', 'hp', 'segel', 'ori', 'acc', 'bonus', 'bagus', 'banget', 'mantapppp']"
Barangnya original 👍. Ada garansi resmi. Kemasan disegel. Spesifikasi sesuai . Kelengkapan sesuai. Barangnya mulus. Penjualnya ramah banget. Proses pesanan cepat. Baterai awet. Respon penjualnya top. Warna sesuai pesanan. Berfungsi dengan baik. Packaging aman 🙏. Packaging rapi.,5.0,positif,barangnya original    ada garansi resmi  kemasan disegel  spesifikasi sesuai   kelengkapan sesuai  barangnya mulus  penjualnya ramah banget  proses pesanan cepat  baterai awet  respon penjualnya top  warna sesuai pesanan  berfungsi dengan baik  packaging aman    packaging rapi ,"['barangnya', 'original', 'ada', 'garansi', 'resmi', 'kemasan', 'disegel', 'spesifikasi', 'sesuai', 'kelengkapan', 'sesuai', 'barangnya', 'mulus', 'penjualnya', 'ramah', 'banget', 'proses', 'pesanan', 'cepat', 'baterai', 'awet', 'respon', 'penjualnya', 'top', 'warna', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'packaging', 'aman', 'packaging', 'rapi']","['barangnya', 'original', 'ada', 'garansi', 'resmi', 'kemasan', 'disegel', 'spesifikasi', 'sesuai', 'kelengkapan', 'sesuai', 'barangnya', 'mulus', 'penjualnya', 'ramah', 'banget', 'proses', 'pesanan', 'cepat', 'baterai', 'awet', 'respon', 'penjualnya', 'top', 'warna', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'packaging', 'aman', 'packaging', 'rapi']","['barangnya', 'original', 'garansi', 'resmi', 'kemasan', 'disegel', 'spesifikasi', 'sesuai', 'kelengkapan', 'sesuai', 'barangnya', 'mulus', 'penjualnya', 'ramah', 'banget', 'proses', 'pesanan', 'cepat', 'baterai', 'awet', 'respon', 'penjualnya', 'top', 'warna', 'sesuai', 'pesanan', 'berfungsi', 'packaging', 'aman', 'packaging', 'rapi']","['barang', 'original', 'garansi', 'resmi', 'kemas', 'segel', 'spesifikasi', 'sesuai', 'lengkap', 'sesuai', 'barang', 'mulus', 'jual', 'ramah', 'banget', 'proses', 'pesan', 'cepat', 'baterai', 'awet', 'respon', 'jual', 'top', 'warna', 'sesuai', 'pesan', 'fungsi', 'packaging', 'aman', 'packaging', 'rapi']"
sesuai deskripsi terimakasih,5.0,positif,sesuai deskripsi terimakasih,"['sesuai', 'deskripsi', 'terimakasih']","['sesuai', 'deskripsi', 'terima kasih']","['sesuai', 'deskripsi', 'terima kasih']","['sesuai', 'deskripsi', 'terima kasih']"
"Saya sebagai pembeli ngerasa puas belanja di sini. Makasih banyak yaa, Min..",5.0,positif,saya sebagai pembeli ngerasa puas belanja di sini  makasih banyak yaa  min  ,"['saya', 'sebagai', 'pembeli', 'ngerasa', 'puas', 'belanja', 'di', 'sini', 'makasih', 'banyak', 'yaa', 'min']","['saya', 'sebagai', 'pembeli', 'merasa', 'puas', 'belanja', 'di', 'sini', 'terima kasih', 'banyak', 'yaa', 'admin']","['pembeli', 'puas', 'belanja', 'terima kasih', 'admin']","['beli', 'puas', 'belanja', 'terima kasih', 'admin']"
barang ori dan bonusnya bnyak 👍,5.0,positif,barang ori dan bonusnya bnyak  ,"['barang', 'ori', 'dan', 'bonusnya', 'bnyak']","['barang', 'ori', 'dan', 'bonusnya', 'banyak']","['barang', 'ori', 'bonusnya']","['barang', 'ori', 'bonus']"
Bagus dan bonusnya juga tepat.,5.0,positif,bagus dan bonusnya juga tepat ,"['bagus', 'dan', 'bonusnya', 'juga', 'tepat']","['bagus', 'dan', 'bonusnya', 'juga', 'tepat']","['bagus', 'bonusnya']","['bagus', 'bonus']"
mantap depannya cuman maaf turun bintang pas di check Qualcomm nya..,2.0,negatif,mantap depannya cuman maaf turun bintang pas di check qualcomm nya  ,"['mantap', 'depannya', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'di', 'check', 'qualcomm', 'nya']","['mantap', 'depannya', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'di', 'check', 'qualcomm', 'nya']","['mantap', 'depannya', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'check', 'qualcomm']","['mantap', 'depan', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'check', 'qualcomm']"
"kurang safety packing nya, pengiriman ke kalimantan tapi dalemnya koclak",3.0,netral,kurang safety packing nya  pengiriman ke kalimantan tapi dalemnya koclak,"['kurang', 'safety', 'packing', 'nya', 'pengiriman', 'ke', 'kalimantan', 'tapi', 'dalemnya', 'koclak']","['kurang', 'safety', 'packing', 'nya', 'pengiriman', 'ke', 'kalimantan', 'tetapi', 'dalam', 'koclak']","['safety', 'packing', 'pengiriman', 'kalimantan', 'koclak']","['safety', 'packing', 'kirim', 'kalimantan', 'koclak']"
"pengiriman nyah cepat bgus , dan kualitas produk nyh sesuai deskripsi tingkat kn lagi",4.0,positif,pengiriman nyah cepat bgus   dan kualitas produk nyh sesuai deskripsi tingkat kn lagi,"['pengiriman', 'nyah', 'cepat', 'bgus', 'dan', 'kualitas', 'produk', 'nyh', 'sesuai', 'deskripsi', 'tingkat', 'kn', 'lagi']","['pengiriman', 'nyah', 'cepat', 'bagus', 'dan', 'kualitas', 'produk', 'nyh', 'sesuai', 'deskripsi', 'tingkat', 'kn', 'lagi']","['pengiriman', 'cepat', 'bagus', 'kualitas', 'produk', 'sesuai', 'deskripsi', 'tingkat']","['kirim', 'cepat', 'bagus', 'kualitas', 'produk', 'sesuai', 'deskripsi', 'tingkat']"
mantap barang orii ga nyesel belanja di siniiiii,5.0,positif,mantap barang orii ga nyesel belanja di siniiiii,"['mantap', 'barang', 'orii', 'ga', 'nyesel', 'belanja', 'di', 'siniiiii']","['mantap', 'barang', 'original', 'tidak', 'nyesel', 'belanja', 'di', 'sini']","['mantap', 'barang', 'original', 'nyesel', 'belanja']","['mantap', 'barang', 'original', 'nyesel', 'belanja']"
"brang sesuai pesanan,masih disegel",5.0,positif,brang sesuai pesanan masih disegel,"['brang', 'sesuai', 'pesanan', 'masih', 'disegel']","['barang', 'sesuai', 'pesanan', 'masih', 'disegel']","['barang', 'sesuai', 'pesanan', 'disegel']","['barang', 'sesuai', 'pesan', 'segel']"
bagus. aman. Lengkap,5.0,positif,bagus  aman  lengkap,"['bagus', 'aman', 'lengkap']","['bagus', 'aman', 'lengkap']","['bagus', 'aman', 'lengkap']","['bagus', 'aman', 'lengkap']"
Alhamdulillah barang sampai dngn selamat. kondisi sangat bagus. packing rapih. toko nya ramah dan amanah. ini pembelian yg k 2X nya. puas banget. makasih seller,5.0,positif,alhamdulillah barang sampai dngn selamat  kondisi sangat bagus  packing rapih  toko nya ramah dan amanah  ini pembelian yg k  x nya  puas banget  makasih seller,"['alhamdulillah', 'barang', 'sampai', 'dngn', 'selamat', 'kondisi', 'sangat', 'bagus', 'packing', 'rapih', 'toko', 'nya', 'ramah', 'dan', 'amanah', 'ini', 'pembelian', 'yg', 'k', 'x', 'nya', 'puas', 'banget', 'makasih', 'seller']","['alhamdulillah', 'barang', 'sampai', 'dengan', 'selamat', 'kondisi', 'sangat', 'bagus', 'packing', 'rapih', 'toko', 'nya', 'ramah', 'dan', 'amanah', 'ini', 'pembelian', 'yang', 'k', 'sangat', 'nya', 'puas', 'banget', 'terima kasih', 'seller']","['alhamdulillah', 'barang', 'selamat', 'kondisi', 'bagus', 'packing', 'rapih', 'toko', 'ramah', 'amanah', 'pembelian', 'k', 'puas', 'banget', 'terima kasih', 'seller']","['alhamdulillah', 'barang', 'selamat', 'kondisi', 'bagus', 'packing', 'rapih', 'toko', 'ramah', 'amanah', 'beli', 'k', 'puas', 'banget', 'terima kasih', 'seller']"
"Barang ok, pengiriman juga cepat, terima kasih",5.0,positif,barang ok  pengiriman juga cepat  terima kasih,"['barang', 'ok', 'pengiriman', 'juga', 'cepat', 'terima', 'kasih']","['barang', 'ok', 'pengiriman', 'juga', 'cepat', 'terima', 'kasih']","['barang', 'pengiriman', 'cepat', 'terima', 'kasih']","['barang', 'kirim', 'cepat', 'terima', 'kasih']"
bagus bgt cm 1 hari perjalanan dan responsif,5.0,positif,bagus bgt cm   hari perjalanan dan responsif,"['bagus', 'bgt', 'cm', 'hari', 'perjalanan', 'dan', 'responsif']","['bagus', 'banget', 'cuma', 'hari', 'perjalanan', 'dan', 'responsif']","['bagus', 'banget', 'perjalanan', 'responsif']","['bagus', 'banget', 'jalan', 'responsif']"
barang sesuai dan aman dalam pengiriman,5.0,positif,barang sesuai dan aman dalam pengiriman,"['barang', 'sesuai', 'dan', 'aman', 'dalam', 'pengiriman']","['barang', 'sesuai', 'dan', 'aman', 'dalam', 'pengiriman']","['barang', 'sesuai', 'aman', 'pengiriman']","['barang', 'sesuai', 'aman', 'kirim']"
barang sesuai vidio nya ga muat,5.0,positif,barang sesuai vidio nya ga muat,"['barang', 'sesuai', 'vidio', 'nya', 'ga', 'muat']","['barang', 'sesuai', 'vidio', 'nya', 'tidak', 'muat']","['barang', 'sesuai', 'vidio', 'muat']","['barang', 'sesuai', 'vidio', 'muat']"
makasih .barangnya ORI,5.0,positif,makasih  barangnya ori,"['makasih', 'barangnya', 'ori']","['terima kasih', 'barangnya', 'ori']","['terima kasih', 'barangnya', 'ori']","['terima kasih', 'barang', 'ori']"
barang nya ok dan bagus,5.0,positif,barang nya ok dan bagus,"['barang', 'nya', 'ok', 'dan', 'bagus']","['barang', 'nya', 'ok', 'dan', 'bagus']","['barang', 'bagus']","['barang', 'bagus']"
"Mantap Fast respon, repeat order. Thanks",5.0,positif,mantap fast respon  repeat order  thanks,"['mantap', 'fast', 'respon', 'repeat', 'order', 'thanks']","['mantap', 'fast', 'respon', 'repeat', 'order', 'terima kasih']","['mantap', 'fast', 'respon', 'repeat', 'order', 'terima kasih']","['mantap', 'fast', 'respon', 'repeat', 'order', 'terima kasih']"
sorry b3 . kualitas barang tidak segel original. ntah ini bekas atau baru saya kurang paham . intinya barangnya repackaged. kali ini memang tidak saya return karna alasan tidak mau nunggu waktu terlalu lama. mudah2an seller bisa lebih amanah dan jujur. trms,3.0,netral,sorry b    kualitas barang tidak segel original  ntah ini bekas atau baru saya kurang paham   intinya barangnya repackaged  kali ini memang tidak saya return karna alasan tidak mau nunggu waktu terlalu lama  mudah an seller bisa lebih amanah dan jujur  trms,"['sorry', 'b', 'kualitas', 'barang', 'tidak', 'segel', 'original', 'ntah', 'ini', 'bekas', 'atau', 'baru', 'saya', 'kurang', 'paham', 'intinya', 'barangnya', 'repackaged', 'kali', 'ini', 'memang', 'tidak', 'saya', 'return', 'karna', 'alasan', 'tidak', 'mau', 'nunggu', 'waktu', 'terlalu', 'lama', 'mudah', 'an', 'seller', 'bisa', 'lebih', 'amanah', 'dan', 'jujur', 'trms']","['sorry', 'b', 'kualitas', 'barang', 'tidak', 'segel', 'original', 'entah', 'ini', 'bekas', 'atau', 'baru', 'saya', 'kurang', 'paham', 'intinya', 'barangnya', 'repackaged', 'kali', 'ini', 'memang', 'tidak', 'saya', 'return', 'karena', 'alasan', 'tidak', 'mau', 'nunggu', 'waktu', 'terlalu', 'lama', 'mudah', 'an', 'seller', 'bisa', 'lebih', 'amanah', 'dan', 'jujur', 'terima kasih']","['sorry', 'kualitas', 'barang', 'segel', 'original', 'bekas', 'paham', 'intinya', 'barangnya', 'repackaged', 'kali', 'return', 'alasan', 'nunggu', 'mudah', 'seller', 'amanah', 'jujur', 'terima kasih']","['sorry', 'kualitas', 'barang', 'segel', 'original', 'bekas', 'paham', 'inti', 'barang', 'repackaged', 'kali', 'return', 'alas', 'nunggu', 'mudah', 'seller', 'amanah', 'jujur', 'terima kasih']"
Barang sesuai Berfungsi dgn baik Recommended banget Oke,5.0,positif,barang sesuai berfungsi dgn baik recommended banget oke,"['barang', 'sesuai', 'berfungsi', 'dgn', 'baik', 'recommended', 'banget', 'oke']","['barang', 'sesuai', 'berfungsi', 'dengan', 'baik', 'rekomendasi', 'banget', 'oke']","['barang', 'sesuai', 'berfungsi', 'rekomendasi', 'banget']","['barang', 'sesuai', 'fungsi', 'rekomendasi', 'banget']"
"mantap bosque, barang sesuai",5.0,positif,mantap bosque  barang sesuai,"['mantap', 'bosque', 'barang', 'sesuai']","['mantap', 'bosque', 'barang', 'sesuai']","['mantap', 'barang', 'sesuai']","['mantap', 'barang', 'sesuai']"
barang masih segel,5.0,positif,barang masih segel,"['barang', 'masih', 'segel']","['barang', 'masih', 'segel']","['barang', 'segel']","['barang', 'segel']"
"Barang Baru, Segel, Sesuai Pesanan. Semoga Awet Tahan Lama Ngrejekeni",5.0,positif,barang baru  segel  sesuai pesanan  semoga awet tahan lama ngrejekeni,"['barang', 'baru', 'segel', 'sesuai', 'pesanan', 'semoga', 'awet', 'tahan', 'lama', 'ngrejekeni']","['barang', 'baru', 'segel', 'sesuai', 'pesanan', 'semoga', 'awet', 'tahan', 'lama', 'ngrejekeni']","['barang', 'segel', 'sesuai', 'pesanan', 'semoga', 'awet', 'tahan']","['barang', 'segel', 'sesuai', 'pesan', 'moga', 'awet', 'tahan']"
sesuai deskripsi,5.0,positif,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
pelayanan ok. pengiriman ok. kemana. juga bagus. semoga awet.,5.0,positif,pelayanan ok  pengiriman ok  kemana  juga bagus  semoga awet ,"['pelayanan', 'ok', 'pengiriman', 'ok', 'kemana', 'juga', 'bagus', 'semoga', 'awet']","['pelayanan', 'ok', 'pengiriman', 'ok', 'kemana', 'juga', 'bagus', 'semoga', 'awet']","['pelayanan', 'pengiriman', 'kemana', 'bagus', 'semoga', 'awet']","['layan', 'kirim', 'mana', 'bagus', 'moga', 'awet']"
Mantap👍 Terima kasih🙏,5.0,positif,mantap  terima kasih ,"['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']"
"Berfungsi dengan baik, barang Kriginal bergaransi",5.0,positif,berfungsi dengan baik  barang kriginal bergaransi,"['berfungsi', 'dengan', 'baik', 'barang', 'kriginal', 'bergaransi']","['berfungsi', 'dengan', 'baik', 'barang', 'original', 'bergaransi']","['berfungsi', 'barang', 'original', 'bergaransi']","['fungsi', 'barang', 'original', 'garansi']"
"Hp oppo A18 sudah sampai dengan aman dan sesuai pesanan, fast respon, fast delivery, pelayanan toko sangat baik, terimakasih",5.0,positif,hp oppo a  sudah sampai dengan aman dan sesuai pesanan  fast respon  fast delivery  pelayanan toko sangat baik  terimakasih,"['hp', 'oppo', 'a', 'sudah', 'sampai', 'dengan', 'aman', 'dan', 'sesuai', 'pesanan', 'fast', 'respon', 'fast', 'delivery', 'pelayanan', 'toko', 'sangat', 'baik', 'terimakasih']","['hp', 'oppo', 'a', 'sudah', 'sampai', 'dengan', 'aman', 'dan', 'sesuai', 'pesanan', 'fast', 'respon', 'fast', 'delivery', 'pelayanan', 'toko', 'sangat', 'baik', 'terima kasih']","['hp', 'oppo', 'a', 'aman', 'sesuai', 'pesanan', 'fast', 'respon', 'fast', 'delivery', 'pelayanan', 'toko', 'terima kasih']","['hp', 'oppo', 'a', 'aman', 'sesuai', 'pesan', 'fast', 'respon', 'fast', 'delivery', 'layan', 'toko', 'terima kasih']"
"Barang sesuai, respon seller cepat, packing aman, trima kasih.",5.0,positif,barang sesuai  respon seller cepat  packing aman  trima kasih ,"['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'trima', 'kasih']","['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'terima', 'kasih']","['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'terima', 'kasih']","['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'terima', 'kasih']"
"penjualan tipu tipu jual barang HP bekas di jadi baru,, hp udah gak bergaransi lagi,, mau kita balikin/ retur,, kita yg di ribetin,, dengan alasan gak jelas,, antigores sengaja di lepasin,, hp udah baret dan penyok",1.0,negatif,penjualan tipu tipu jual barang hp bekas di jadi baru   hp udah gak bergaransi lagi   mau kita balikin  retur   kita yg di ribetin   dengan alasan gak jelas   antigores sengaja di lepasin   hp udah baret dan penyok,"['penjualan', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'di', 'jadi', 'baru', 'hp', 'udah', 'gak', 'bergaransi', 'lagi', 'mau', 'kita', 'balikin', 'retur', 'kita', 'yg', 'di', 'ribetin', 'dengan', 'alasan', 'gak', 'jelas', 'antigores', 'sengaja', 'di', 'lepasin', 'hp', 'udah', 'baret', 'dan', 'penyok']","['penjualan', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'di', 'jadi', 'baru', 'hp', 'sudah', 'tidak', 'bergaransi', 'lagi', 'mau', 'kita', 'kembalikan', 'retur', 'kita', 'yang', 'di', 'ribet', 'dengan', 'alasan', 'tidak', 'jelas', 'anti gores', 'sengaja', 'di', 'lepaskan', 'hp', 'sudah', 'baret', 'dan', 'penyok']","['penjualan', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'hp', 'bergaransi', 'kembalikan', 'retur', 'ribet', 'alasan', 'anti gores', 'sengaja', 'lepaskan', 'hp', 'baret', 'penyok']","['jual', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'hp', 'garansi', 'kembali', 'retur', 'ribet', 'alas', 'anti gores', 'sengaja', 'lepas', 'hp', 'baret', 'penyok']"
"Barangnya original, segel, dan sesuai dg pesanan. Minta request nota sama goodie bag ga dikasih. Saran aja kalo emang request gabisa dipenuhi tolong konfirmasi ke pembeli.",3.0,netral,barangnya original  segel  dan sesuai dg pesanan  minta request nota sama goodie bag ga dikasih  saran aja kalo emang request gabisa dipenuhi tolong konfirmasi ke pembeli ,"['barangnya', 'original', 'segel', 'dan', 'sesuai', 'dg', 'pesanan', 'minta', 'request', 'nota', 'sama', 'goodie', 'bag', 'ga', 'dikasih', 'saran', 'aja', 'kalo', 'emang', 'request', 'gabisa', 'dipenuhi', 'tolong', 'konfirmasi', 'ke', 'pembeli']","['barangnya', 'original', 'segel', 'dan', 'sesuai', 'dengan', 'pesanan', 'minta', 'request', 'nota', 'sama', 'goodie', 'bag', 'tidak', 'dikasih', 'saran', 'saja', 'kalau', 'emang', 'request', 'tidak bisa', 'dipenuhi', 'tolong', 'konfirmasi', 'ke', 'pembeli']","['barangnya', 'original', 'segel', 'sesuai', 'pesanan', 'request', 'nota', 'goodie', 'bag', 'dikasih', 'saran', 'emang', 'request', 'tidak bisa', 'dipenuhi', 'tolong', 'konfirmasi', 'pembeli']","['barang', 'original', 'segel', 'sesuai', 'pesan', 'request', 'nota', 'goodie', 'bag', 'kasih', 'saran', 'emang', 'request', 'tidak bisa', 'penuh', 'tolong', 'konfirmasi', 'beli']"
